水金吉相，身體健康狀態有大幅提升。也許會趁著中午做個瑜伽或者嘗試單位附近新款天然有機餐館。但是金星期，與沒和外觀任何相關的重大決議最好推遲點再做，不過她與水星所成的相位，確實令溝通順暢，甚至激情碰撞。你可能發現每個人都想听取你的意見，而你會選擇最合適的詞句。,雙子,http://www.go4134.com/26143242312133823458/1015-10215095845,10/14/2018,【蘇珊米勒】每周星座運勢10.15-10.21,蘇珊米勒,"['水金吉相', '，', '身體', '健康', '狀態', '有', '大幅', '提升', '。', '也許', '會', '趁', '著', '中午', '做', '個', '瑜伽', '或者', '嘗試', '單位', '附近', '新款', '天然', '有機', '餐館', '。', '但是', '金星期', '，', '與', '沒', '和', '外觀', '任何', '相關', '的', '重大', '決議', '最好', '推遲', '點', '再', '做', '，', '不過', '她', '與', '水星', '所', '成', '的', '相位', '，', '確實', '令', '溝通', '順暢', '，', '甚至', '激情', '碰撞', '。', '你', '可能', '發現', '每個', '人', '都', '想', '听取', '你', '的', '意見', '，', '而', '你', '會', '選擇', '最', '合適', '的', '詞句', '。']"
2011年開始，海王星就一直在你的親密關係宮中游弋。現在，海王星將和位於天蠍座的水星一起，共同為你注入一劑永葆青春的不老藥。最重要的是，因為金星在逆行，所以水星將會和金星貼面而舞。金星逆行可能會給我們的戀愛埋下隱患，但如果你和他人一起順勢而為，在11月金星恢復順行的時候，你的感情生活就會有實質性的結果。於此同時，海王星會和代表溝通的水星產生接觸，這個星象會磨煉你的自我表達能力，幫助你站在大趨勢中的領先位置。,處女,http://www.go4134.com/26143242312133823458/1015-10215095845,10/14/2018,【蘇珊米勒】每周星座運勢10.15-10.21,蘇珊米勒,"['2011年', '開始', '，', '海王星', '就', '一直', '在', '你', '的', '親密', '關係', '宮中', '游弋', '。', '現在', '，', '海王星', '將', '和', '位於', '天蠍座', '的', '水星', '一起', '，', '共同', '為', '你', '注入', '一', '劑', '永葆青春', '的', '不', '老', '藥', '。', '最', '重要', '的', '是', '，', '因為', '金星', '在', '逆行', '，', '所以', '水星', '將', '會', '和', '金星', '貼', '面', '而', '舞', '。', '金星', '逆行', '可能', '會', '給', '我們', '的', '戀愛', '埋', '下', '隱患', '，', '但', '如果', '你', '和', '他人', '一起', '順勢', '而', '為', '，', '在', '11月', '金星', '恢復', '順', '行', '的', '時候', '，', '你', '的', '感情', '生活', '就', '會', '有', '實質性', '的', '結果', '。', '於', '此', '同時', '，', '海王', '星會', '和', '代表', '溝通', '的', '水星', '產生', '接觸', '，', '這個', '星象會', '磨煉', '你', '的', '自我', '表達', '能力', '，', '幫助', '你', '站', '在', '大', '趨勢', '中', '的', '領先', '位置', '。']"
這週的滿月照亮你星盤掌管友情和集體的十一宮，你帶著友善的魅力。雖然巨蟹座在自己的地盤感覺最輕鬆，但這週外界有很多東西等著你。這週還有太陽與金星相合，激發你的創造力，你可以和朋友們一起參觀畫展、看電影、看戲，留下充實又帶來啟迪的感受。巨蟹座最懂得怎樣滋養身邊的人們，這周也要多用些時間和那些可以滋養你的人們在一起。,巨蟹,http://www.go4134.com/26143242312133823458/1022-10285750934,10/21/2018,（週運）蘇珊米勒每周星座運程10.22-28（完）,蘇珊米勒,"['這', '週', '的', '滿月', '照亮', '你', '星盤', '掌管', '友情', '和', '集體', '的', '十一', '宮', '，', '你', '帶', '著', '友善', '的', '魅力', '。', '雖然', '巨蟹座', '在', '自己', '的', '地盤', '感覺', '最', '輕鬆', '，', '但', '這', '週', '外界', '有', '很多', '東西', '等', '著', '你', '。', '這', '週', '還有', '太陽', '與', '金星', '相合', '，', '激發', '你', '的', '創造力', '，', '你', '可以', '和', '朋友', '們', '一起', '參觀', '畫展', '、', '看', '電影', '、', '看', '戲', '，', '留下', '充實', '又', '帶來', '啟迪', '的', '感受', '。', '巨蟹座', '最', '懂得', '怎樣', '滋養', '身邊', '的', '人們', '，', '這', '周', '也', '要', '多', '用', '些', '時間', '和', '那些', '可以', '滋養', '你', '的', '人們', '在', '一起', '。']"
金牛們，週三的滿月全都關於你，月初，你的想法在逐步成型，現在你可以開始品嚐勞動果實了。天王星是一顆撼動萬物的行星，自從5月到現在，它一直都在金牛座，所以對你來說，這是一個多事之秋。本週，進入天蠍座的太陽會把光芒投向對宮的天王星，這會讓天王星產生的變化和轉折變得更加積極。本週，穩定的土星會幫助你的守護星金星，你會感覺到更加腳踏實地。,金牛,http://www.go4134.com/26143242312133823458/1022-10285750934,10/21/2018,（週運）蘇珊米勒每周星座運程10.22-28（完）,蘇珊米勒,"['金牛', '們', '，', '週三', '的', '滿月', '全都', '關於', '你', '，', '月初', '，', '你', '的', '想法', '在', '逐步', '成型', '，', '現在', '你', '可以', '開始', '品嚐', '勞動', '果實', '了', '。', '天王', '星', '是', '一', '顆', '撼動', '萬物', '的', '行星', '，', '自從', '5月', '到', '現在', '，', '它', '一直', '都', '在', '金牛座', '，', '所以', '對', '你', '來說', '，', '這', '是', '一個', '多事之秋', '。', '本週', '，', '進入', '天蠍座', '的', '太陽', '會', '把', '光芒', '投向', '對宮', '的', '天王', '星', '，', '這', '會', '讓', '天王', '星', '產生', '的', '變化', '和', '轉折', '變', '得', '更加', '積極', '。', '本週', '，', '穩定', '的', '土星', '會', '幫助', '你', '的', '守護星', '金星', '，', '你', '會', '感覺', '到', '更加', '腳踏實地', '。']"
鑑於太陽在雙子座日常工作宮合相金星，你的關注點全都在日常職責和事務上。金星逆行期快過去一半了，這可能讓老習慣或傷感再度浮上心頭。落入私密宮的滿月想讓你逃離這種舊習或者糟糕的情緒、土金成和諧相位，也會提供必要的支援，就像恰好補缺救急的保姆或者仗義相幫的同事。,雙子,http://www.go4134.com/26143242312133823458/1022-10285750934,10/21/2018,（週運）蘇珊米勒每周星座運程10.22-28（完）,蘇珊米勒,"['鑑於', '太陽', '在', '雙子座', '日常', '工作', '宮合相', '金星', '，', '你', '的', '關注點', '全都', '在', '日常', '職責', '和', '事務', '上', '。', '金星', '逆行', '期', '快', '過去', '一半', '了', '，', '這', '可能', '讓', '老', '習慣', '或', '傷感', '再度', '浮', '上', '心頭', '。', '落入', '私密', '宮', '的', '滿', '月', '想', '讓', '你', '逃離', '這種', '舊習', '或者', '糟糕', '的', '情緒', '、', '土金成', '和', '諧相位', '，', '也', '會', '提供', '必要', '的', '支援', '，', '就', '像', '恰好', '補缺', '救急', '的', '保姆', '或者', '仗義', '相幫', '的', '同事', '。']"
由於在你事業宮內逆行的金星干擾了水瓶座內象徵行動的火星，本週你在職場中可能遭遇成長的煩惱。你也許會因為所有人都無法跟上你的節奏而倍感受挫，而這也因火星的出現而進一步增壓。逆行會帶來暫停和延遲，所以利用這個階段去關注內在。由於滿月點亮了你的家宅宮，這正是將時間用在家庭上或單純在加看看書、欣賞你喜歡的系列網劇的理想時機。,水瓶,http://www.go4134.com/26143242312133823458/1022-10285750934,10/21/2018,（週運）蘇珊米勒每周星座運程10.22-28（完）,蘇珊米勒,"['由於', '在', '你', '事業', '宮內', '逆行', '的', '金星', '干擾', '了', '水瓶座', '內', '象徵', '行動', '的', '火星', '，', '本週', '你', '在', '職場', '中', '可能', '遭遇', '成長', '的', '煩惱', '。', '你', '也許', '會', '因為', '所有', '人', '都', '無法', '跟', '上', '你', '的', '節奏', '而', '倍感', '受挫', '，', '而', '這', '也', '因', '火星', '的', '出現', '而', '進一步', '增壓', '。', '逆行', '會', '帶來', '暫停', '和', '延遲', '，', '所以', '利用', '這個', '階段', '去', '關注', '內在', '。', '由於', '滿', '月', '點亮', '了', '你', '的', '家宅宮', '，', '這', '正是', '將', '時間', '用', '在', '家庭', '上', '或', '單純', '在', '加', '看看書', '、', '欣賞', '你', '喜歡', '的', '系列', '網劇', '的', '理想', '時機', '。']"
週三的滿月對雙魚座十分友善，幫你理清思路，以及找到最適合自己的表達方式。你可能打算開始新課程或者計劃一次遠行，這主要是因為日金合相於代表教育與長途旅行的宮位。儘管金星尚處於逆行階段，可能令計劃延遲或者讓你臨時改變想法，但她逆行在與雙魚座相處和諧的星座。副作用不是特別明顯。好好利用金逆想想自己珍視什麼，在今年最後幾個月裡想吸引些什麼。,雙魚,http://www.go4134.com/26143242312133823458/1022-10285750934,10/21/2018,（週運）蘇珊米勒每周星座運程10.22-28（完）,蘇珊米勒,"['週三', '的', '滿月', '對', '雙魚座', '十分', '友善', '，', '幫', '你', '理', '清', '思路', '，', '以及', '找到', '最', '適合', '自己', '的', '表達', '方式', '。', '你', '可能', '打算', '開始', '新', '課程', '或者', '計劃', '一', '次', '遠行', '，', '這', '主要', '是', '因為', '日金合相', '於', '代表', '教育', '與', '長途', '旅行', '的', '宮位', '。', '儘管', '金星', '尚', '處於', '逆行', '階段', '，', '可能', '令', '計劃', '延遲', '或者', '讓', '你', '臨時', '改變', '想法', '，', '但', '她', '逆行', '在', '與', '雙魚', '座', '相處', '和諧', '的', '星座', '。', '副作用', '不', '是', '特別', '明顯', '。', '好好', '利用', '金逆想', '想', '自己', '珍視', '什麼', '，', '在', '今年', '最後', '幾', '個', '月', '裡', '想', '吸引', '些', '什麼', '。']"
你可能發現自己這週在查看日曆，想知道是不是要放假了。滿月在你的工作宮裡閃耀，你可能發現自己一邊一個任務接一個任務的忙碌著，一邊渴望有時間可以出去玩兒。週五逆行的金星和太陽聯手，讓某個瑜伽靜修看起來更加吸引人了。如果你還沒法離開，這個週末花一個小時給自己充電吧。在家裡做些運動，或者泡一個香氛燭光浴。,射手,http://www.go4134.com/26143242312133823458/1022-10285750934,10/21/2018,（週運）蘇珊米勒每周星座運程10.22-28（完）,蘇珊米勒,"['你', '可能', '發現', '自己', '這', '週', '在', '查看', '日曆', '，', '想', '知道', '是', '不', '是', '要', '放假', '了', '。', '滿月', '在', '你', '的', '工作', '宮', '裡', '閃耀', '，', '你', '可能', '發現', '自己', '一邊', '一個', '任務', '接', '一個', '任務', '的', '忙碌', '著', '，', '一邊', '渴望', '有', '時間', '可以', '出去', '玩兒', '。', '週五', '逆行', '的', '金星', '和', '太陽', '聯手', '，', '讓', '某個', '瑜伽', '靜', '修', '看', '起來', '更加', '吸引', '人', '了', '。', '如果', '你', '還', '沒法', '離開', '，', '這個', '週末', '花', '一個', '小時', '給', '自己', '充電', '吧', '。', '在', '家裡', '做', '些', '運動', '，', '或者', '泡', '一個', '香氛', '燭光', '浴', '。']"
由於週三的滿月開啟了你的事業宮，工作的機會將開花結果。在過去兩周里你所從事的人物將開始收益——精確來說，首先是來自監管人員的認可，或管理新的項目。與此同時，由於金星在你家宅宮內逆行，你的注意力也會轉向家宅。在事業和家庭之間維持平衡將是眼下會持續面臨的困境，但你有手段有力量去處理好這兩頭,獅子,http://www.go4134.com/26143242312133823458/1022-10285750934,10/21/2018,（週運）蘇珊米勒每周星座運程10.22-28（完）,蘇珊米勒,"['由於', '週三', '的', '滿月', '開啟', '了', '你', '的', '事業', '宮', '，', '工作', '的', '機會', '將', '開花結果', '。', '在', '過去', '兩', '周', '里', '你', '所', '從事', '的', '人物', '將', '開始', '收益', '——', '精確', '來說', '，', '首先', '是', '來自', '監管', '人員', '的', '認可', '，', '或', '管理', '新', '的', '項目', '。', '與此同時', '，', '由於', '金星', '在', '你家', '宅宮', '內', '逆行', '，', '你', '的', '注意力', '也', '會', '轉向', '家宅', '。', '在', '事業', '和', '家庭', '之間', '維持', '平衡', '將', '是', '眼下', '會', '持續', '面臨', '的', '困境', '，', '但', '你', '有', '手段', '有', '力量', '去', '處理', '好', '這', '兩', '頭']"
終於到了屬於你的季節！鑑於金星在天蠍座逆行，而滿月落入代表愛、人際關係的對宮。你可能會在健身房偶遇前度，或者在看對方INS賬號照片時發現人家有了新歡。好好利用此次滿月清掉過去，為新人騰出地方來。有伴的，可以計劃來個浪漫週末約會，滿月會令你魅力無邊哦。,天蠍,http://www.go4134.com/26143242312133823458/1022-10285750934,10/21/2018,（週運）蘇珊米勒每周星座運程10.22-28（完）,蘇珊米勒,"['終於', '到', '了', '屬於', '你', '的', '季節', '！', '鑑於', '金星', '在', '天蠍座', '逆行', '，', '而', '滿月', '落入', '代表', '愛', '、', '人際關係', '的', '對宮', '。', '你', '可能', '會', '在', '健身房', '偶遇', '前度', '，', '或者', '在', '看', '對方', 'INS', '賬號', '照片', '時', '發現', '人家', '有', '了', '新歡', '。', '好好', '利用', '此次', '滿月', '清', '掉', '過去', '，', '為', '新人', '騰出', '地方', '來', '。', '有', '伴', '的', '，', '可以', '計劃', '來', '個', '浪漫', '週末', '約會', '，', '滿', '月', '會', '令', '你', '魅力', '無邊', '哦', '。']"
本周可以去參加繪畫或製陶班，因為金牛座的滿月會強化你對創意的渴望。若你已經在金星藝術方敏的聯繫，那就給自己留點創作的時間。由於金星在你群體宮內逆行，可能某段友誼讓你感到疲憊。本周也許某位朋友對你要求多多，或是你答應了太多的社交邀約。重新啟動下你內在的靈感，看看你自己一個人能創造出什麼樣的魔法吧。,摩羯,http://www.go4134.com/26143242312133823458/1022-10285750934,10/21/2018,（週運）蘇珊米勒每周星座運程10.22-28（完）,蘇珊米勒,"['本周', '可以', '去', '參加', '繪畫', '或', '製陶', '班', '，', '因為', '金牛座', '的', '滿', '月', '會', '強化', '你', '對', '創意', '的', '渴望', '。', '若', '你', '已經', '在', '金星', '藝術', '方敏', '的', '聯繫', '，', '那', '就', '給', '自己', '留', '點', '創作', '的', '時間', '。', '由於', '金星', '在', '你', '群體', '宮內', '逆行', '，', '可能', '某', '段', '友誼', '讓', '你', '感到', '疲憊', '。', '本周', '也許', '某位', '朋友', '對', '你', '要求', '多', '多', '，', '或是', '你', '答應', '了', '太', '多', '的', '社交', '邀約', '。', '重新', '啟動', '下', '你', '內在', '的', '靈感', '，', '看看', '你', '自己', '一個', '人', '能', '創造', '出', '什麼樣', '的', '魔法', '吧', '。']"
這週你渴望繼續發展擴張，迎接新領域、新理念、新思維。北京時間週四的滿月照亮你星盤掌管旅行和高等教育的第九宮，也許你開始學習新東西的新學期，也許你會去遠方旅行。如果這週你沒有計劃旅行，通過參觀本地的獨立書店也可以滿足你的旅行癖，選擇一本之前從未聽說過的書籍，可以選擇感興趣的新主題書籍或海外作家的作品。,處女,http://www.go4134.com/26143242312133823458/1022-10285750934,10/21/2018,（週運）蘇珊米勒每周星座運程10.22-28（完）,蘇珊米勒,"['這', '週', '你', '渴望', '繼續', '發展', '擴張', '，', '迎接', '新', '領域', '、', '新', '理念', '、', '新', '思維', '。', '北京', '時間', '週四', '的', '滿', '月', '照亮', '你', '星盤', '掌管', '旅行', '和', '高等教育', '的', '第九', '宮', '，', '也許', '你', '開始', '學習', '新', '東西', '的', '新', '學期', '，', '也許', '你', '會', '去', '遠方', '旅行', '。', '如果', '這', '週', '你', '沒有', '計劃', '旅行', '，', '通過', '參觀', '本地', '的', '獨立', '書店', '也', '可以', '滿足', '你', '的', '旅行', '癖', '，', '選擇', '一', '本', '之前', '從未', '聽說', '過', '的', '書籍', '，', '可以', '選擇', '感', '興趣', '的', '新', '主題', '書籍', '或', '海外', '作家', '的', '作品', '。']"
