水金吉相，身體健康狀態有大幅提升。也許會趁著中午做個瑜伽或者嘗試單位附近新款天然有機餐館。但是金星期，與沒和外觀任何相關的重大決議最好推遲點再做，不過她與水星所成的相位，確實令溝通順暢，甚至激情碰撞。你可能發現每個人都想听取你的意見，而你會選擇最合適的詞句。,雙子,http://www.go4134.com/26143242312133823458/1015-10215095845,10/14/2018,【蘇珊米勒】每周星座運勢10.15-10.21,蘇珊米勒,1
2011年開始，海王星就一直在你的親密關係宮中游弋。現在，海王星將和位於天蠍座的水星一起，共同為你注入一劑永葆青春的不老藥。最重要的是，因為金星在逆行，所以水星將會和金星貼面而舞。金星逆行可能會給我們的戀愛埋下隱患，但如果你和他人一起順勢而為，在11月金星恢復順行的時候，你的感情生活就會有實質性的結果。於此同時，海王星會和代表溝通的水星產生接觸，這個星象會磨煉你的自我表達能力，幫助你站在大趨勢中的領先位置。,處女,http://www.go4134.com/26143242312133823458/1015-10215095845,10/14/2018,【蘇珊米勒】每周星座運勢10.15-10.21,蘇珊米勒,4
這週的滿月照亮你星盤掌管友情和集體的十一宮，你帶著友善的魅力。雖然巨蟹座在自己的地盤感覺最輕鬆，但這週外界有很多東西等著你。這週還有太陽與金星相合，激發你的創造力，你可以和朋友們一起參觀畫展、看電影、看戲，留下充實又帶來啟迪的感受。巨蟹座最懂得怎樣滋養身邊的人們，這周也要多用些時間和那些可以滋養你的人們在一起。,巨蟹,http://www.go4134.com/26143242312133823458/1022-10285750934,10/21/2018,（週運）蘇珊米勒每周星座運程10.22-28（完）,蘇珊米勒,5
金牛們，週三的滿月全都關於你，月初，你的想法在逐步成型，現在你可以開始品嚐勞動果實了。天王星是一顆撼動萬物的行星，自從5月到現在，它一直都在金牛座，所以對你來說，這是一個多事之秋。本週，進入天蠍座的太陽會把光芒投向對宮的天王星，這會讓天王星產生的變化和轉折變得更加積極。本週，穩定的土星會幫助你的守護星金星，你會感覺到更加腳踏實地。,金牛,http://www.go4134.com/26143242312133823458/1022-10285750934,10/21/2018,（週運）蘇珊米勒每周星座運程10.22-28（完）,蘇珊米勒,1
鑑於太陽在雙子座日常工作宮合相金星，你的關注點全都在日常職責和事務上。金星逆行期快過去一半了，這可能讓老習慣或傷感再度浮上心頭。落入私密宮的滿月想讓你逃離這種舊習或者糟糕的情緒、土金成和諧相位，也會提供必要的支援，就像恰好補缺救急的保姆或者仗義相幫的同事。,雙子,http://www.go4134.com/26143242312133823458/1022-10285750934,10/21/2018,（週運）蘇珊米勒每周星座運程10.22-28（完）,蘇珊米勒,2
由於在你事業宮內逆行的金星干擾了水瓶座內象徵行動的火星，本週你在職場中可能遭遇成長的煩惱。你也許會因為所有人都無法跟上你的節奏而倍感受挫，而這也因火星的出現而進一步增壓。逆行會帶來暫停和延遲，所以利用這個階段去關注內在。由於滿月點亮了你的家宅宮，這正是將時間用在家庭上或單純在加看看書、欣賞你喜歡的系列網劇的理想時機。,水瓶,http://www.go4134.com/26143242312133823458/1022-10285750934,10/21/2018,（週運）蘇珊米勒每周星座運程10.22-28（完）,蘇珊米勒,4
週三的滿月對雙魚座十分友善，幫你理清思路，以及找到最適合自己的表達方式。你可能打算開始新課程或者計劃一次遠行，這主要是因為日金合相於代表教育與長途旅行的宮位。儘管金星尚處於逆行階段，可能令計劃延遲或者讓你臨時改變想法，但她逆行在與雙魚座相處和諧的星座。副作用不是特別明顯。好好利用金逆想想自己珍視什麼，在今年最後幾個月裡想吸引些什麼。,雙魚,http://www.go4134.com/26143242312133823458/1022-10285750934,10/21/2018,（週運）蘇珊米勒每周星座運程10.22-28（完）,蘇珊米勒,4
你可能發現自己這週在查看日曆，想知道是不是要放假了。滿月在你的工作宮裡閃耀，你可能發現自己一邊一個任務接一個任務的忙碌著，一邊渴望有時間可以出去玩兒。週五逆行的金星和太陽聯手，讓某個瑜伽靜修看起來更加吸引人了。如果你還沒法離開，這個週末花一個小時給自己充電吧。在家裡做些運動，或者泡一個香氛燭光浴。,射手,http://www.go4134.com/26143242312133823458/1022-10285750934,10/21/2018,（週運）蘇珊米勒每周星座運程10.22-28（完）,蘇珊米勒,2
由於週三的滿月開啟了你的事業宮，工作的機會將開花結果。在過去兩周里你所從事的人物將開始收益——精確來說，首先是來自監管人員的認可，或管理新的項目。與此同時，由於金星在你家宅宮內逆行，你的注意力也會轉向家宅。在事業和家庭之間維持平衡將是眼下會持續面臨的困境，但你有手段有力量去處理好這兩頭,獅子,http://www.go4134.com/26143242312133823458/1022-10285750934,10/21/2018,（週運）蘇珊米勒每周星座運程10.22-28（完）,蘇珊米勒,4
終於到了屬於你的季節！鑑於金星在天蠍座逆行，而滿月落入代表愛、人際關係的對宮。你可能會在健身房偶遇前度，或者在看對方INS賬號照片時發現人家有了新歡。好好利用此次滿月清掉過去，為新人騰出地方來。有伴的，可以計劃來個浪漫週末約會，滿月會令你魅力無邊哦。,天蠍,http://www.go4134.com/26143242312133823458/1022-10285750934,10/21/2018,（週運）蘇珊米勒每周星座運程10.22-28（完）,蘇珊米勒,5
本周可以去參加繪畫或製陶班，因為金牛座的滿月會強化你對創意的渴望。若你已經在金星藝術方敏的聯繫，那就給自己留點創作的時間。由於金星在你群體宮內逆行，可能某段友誼讓你感到疲憊。本周也許某位朋友對你要求多多，或是你答應了太多的社交邀約。重新啟動下你內在的靈感，看看你自己一個人能創造出什麼樣的魔法吧。,摩羯,http://www.go4134.com/26143242312133823458/1022-10285750934,10/21/2018,（週運）蘇珊米勒每周星座運程10.22-28（完）,蘇珊米勒,4
這週你渴望繼續發展擴張，迎接新領域、新理念、新思維。北京時間週四的滿月照亮你星盤掌管旅行和高等教育的第九宮，也許你開始學習新東西的新學期，也許你會去遠方旅行。如果這週你沒有計劃旅行，通過參觀本地的獨立書店也可以滿足你的旅行癖，選擇一本之前從未聽說過的書籍，可以選擇感興趣的新主題書籍或海外作家的作品。,處女,http://www.go4134.com/26143242312133823458/1022-10285750934,10/21/2018,（週運）蘇珊米勒每周星座運程10.22-28（完）,蘇珊米勒,3
本周也許你會最終結束抵押貸款協議，或者受到銀行打款來發起新項目。由於金星在你的財帛宮逆行，本月你可能有種被壓制收縮的感覺，但在努力從外部資源獲取資金方面，週三的滿月可能會為你增加更多的動力。如果你在考慮簽署重大協議，那就在接下來的兩週之內搞定，因為再往後水星就進入逆行狀態了，這可能會給良好的協議帶來混淆或者麻煩。,天秤,http://www.go4134.com/26143242312133823458/1022-10285750934,10/21/2018,（週運）蘇珊米勒每周星座運程10.22-28（完）,蘇珊米勒,3
本週，一輪滿月將照亮你的他人錢財宮位，因此和融資或者銀行貸款有關的事項將會迎來頂峰。金星從月初就開始逆行，所以，不可能所有事都能按計劃進行。太陽進入天蠍座的時候，它會和你財務宮的天王星形成對沖，這個相位可以給你打開更多的驚喜之門。你要記住，好消息也是以這種方式來到你身邊的，你是白羊座，以思維敏捷著稱，沒有你搞不定的事。,白羊,http://www.go4134.com/26143242312133823458/1022-10285750934,10/21/2018,（週運）蘇珊米勒每周星座運程10.22-28（完）,蘇珊米勒,5
這週的好運氣將通過寫作、教學、發言等事務出現，10月29日幸運的木星與你的主星水星相合在你星盤第三宮，意味著你可能外出旅行或參加新課程的學習。如果你打算過萬聖節，可能受邀參加外地舉辦的派對，這個活動非常棒，你並不介意為它長途出行。在那裡你會遇見迷人的人們，參與刺激頭腦的對話。如果你自主經營，記得多帶些名片過去。如果這個派對上還有占星師，一定要去做個星盤解讀，你可能得到重要信息。,處女,http://www.go4134.com/26143242312133823458/1029-1144000802,10/28/2018,（週運）蘇珊米勒每周星座運程10.29-11.4（完）,蘇珊米勒,4
你會迎來有趣和高效的一周。10月29日水星與木星匯合，這一天會是支付賬單、清整文書工作或洽談商業合作的絕佳時間。月亮在代表玩樂的獅子座，如果你打算參加10月31日的萬聖節派對，你會玩得很開心。這個相位會讓你想到一群有趣的角色和極富想像力的服裝。10月31日金星會對沖天王星，如果你是單身，這個星象可能會催生一個讓人激動的浪漫事件，但它的持續時間很短暫。如果你的孩子要出去玩“不給糖就搗蛋”的遊戲，要小心看護好，防止出現意外狀況。,白羊,http://www.go4134.com/26143242312133823458/1029-1144000802,10/28/2018,（週運）蘇珊米勒每周星座運程10.29-11.4（完）,蘇珊米勒,1
本週你會打算關注下你的長遠目標。10月31日水星同木星會和將有助於你看到更宏偉的藍圖。如果你對自己的工作不滿已經頗有段時間了，那從10月31日開始當金星還在你的成就和榮耀宮內逆行的時候，直到11月16日金星恢復順行期間，你也許會意識到你需要改變。利用這段時間去調查研究下新的職業前景，為你在新一年裡的動向做好準備。要是你一直在考慮開始某個業務，那在這段時期去製定策略並收集下有關獲得貸款的信息。如果你自僱經營，那這段時間能幫助你確認哪些對你已不在有用，這樣你便能進行精簡併重新調整你的經營模式。,摩羯,http://www.go4134.com/26143242312133823458/1029-1144000802,10/28/2018,（週運）蘇珊米勒每周星座運程10.29-11.4（完）,蘇珊米勒,3
本週你有點石成金的能力，因為在你星盤掌管收入的宮位會有大量的行星活動。10月29日木星會與水星合相，這能為你帶來絕佳的賺錢點子。買、賣對你而言都是有利可圖的，你能談下一筆非常成功的交易。也許你在為萬聖節做準備，如果你的工作屬於能賺小費、獎金或者版稅的，那你可能會得到一筆意外之財。說到感情方面，金星繼續逆行，舊的愛情火花突然重返，期望重燃浪漫。位於你真愛宮的火星，可能會點燃你的魅力，讓你變得令人難以抗拒。,天秤,http://www.go4134.com/26143242312133823458/1029-1144000802,10/28/2018,（週運）蘇珊米勒每周星座運程10.29-11.4（完）,蘇珊米勒,5
本週天蠍能夠開闢新徑。10月29日，水木協力，讓這一天非常適宜社交、談生意或製定旅行計劃，任何你想到的事情都有很大成功的概率。10月31日金星逆回代表天蠍座隱私的宮位，並在11月16日恢復順行，你需要更多的獨處時間。你可能發現獨自一人時，集中精神和做決定都變得簡單起來。若你跟愛人、家庭成員或朋友有爭執或分歧，這段時期可幫你修復問題，重修舊好。若某段感情、關係已經到了盡頭，這段逆行期會幫你與之做個了斷。,天蠍,http://www.go4134.com/26143242312133823458/1029-1144000802,10/28/2018,（週運）蘇珊米勒每周星座運程10.29-11.4（完）,蘇珊米勒,2
四顆快樂的星星都在你的隱秘宮內，本週它們會引領你去做那些滋養你精神世界的事情。10月29日當太陽加入水星，你充滿好奇的腦袋裡全是積極主動的想法，你會想要做些創意項目。你也會被吸引去做旅行計劃或購買書籍雜誌。當金星逆行回到你的社交宮，你有好多要說，所以你會花時間和朋友聊天，在10月31日參加聚會慶祝萬聖節。當10月31日水星進入射手座，到它11月17日逆行前，都會給你的演講天賦帶來加持。如果你在此期間應下了過多的事情，你可能最後什麼也完不成。,射手,http://www.go4134.com/26143242312133823458/1029-1144000802,10/28/2018,（週運）蘇珊米勒每周星座運程10.29-11.4（完）,蘇珊米勒,4
本週在你事業宮內的四顆閃耀星體將促使你去在這個世上揚名立萬。10月29日，木星將與水星同步，這能帶給你提升名望與地位的極好機會。喜訊即將到來。你可能相當活躍於前台，因此得確保你的日程安排留出了足夠的時間給你的個人需求，例如吃一頓營養均衡的餐點或重組的睡眠。在水瓶座內的火星將給與你無窮的力量，因此你可能會保持接地氣和最佳的狀態。10月31日至11月17日水星開始逆行這段時間中，你會花更多時間在寫作、寫博客或在線研討會上。,水瓶,http://www.go4134.com/26143242312133823458/1029-1144000802,10/28/2018,（週運）蘇珊米勒每周星座運程10.29-11.4（完）,蘇珊米勒,1
本週你的伙伴關係宮相當活躍，因此你會把重點放在人際關係上。工作領域可能需要一對一的交流——例如教練、治療師或顧問，因為水星會和木星相合，所以你可能會對著你的客戶滔滔不絕。月亮在獅子座，也就是在你的家庭宮，這意味著你可能會自己辦萬聖節派對。天王星在金牛座，與金星形成對沖，它們會見證你穿上一件怪異又新奇的派對戲服。如果你正在戀愛，就穿一套情侶裝吧，如果伴侶參與進來，你會成為大家談論的話題。,金牛,http://www.go4134.com/26143242312133823458/1029-1144000802,10/28/2018,（週運）蘇珊米勒每周星座運程10.29-11.4（完）,蘇珊米勒,1
這週你有很多機會表現創造力、開心玩樂、展示自己。10月29日水星與木星相合，帶來很多出色的靈感，你需要將它們記下來，你可能要外出過萬聖節，裝飾傢庭並設計自己的節日裝扮。10月31日天王星在你星盤十一宮對沖你真愛宮的金星，意味著你可能參加一個華麗麗的朋友聚會。火星繼續鎖定你星盤第八宮，為你增強魅力，如果你還單身，可能突然與一個人來電，帶來旋風般的戀情。,巨蟹,http://www.go4134.com/26143242312133823458/1029-1144000802,10/28/2018,（週運）蘇珊米勒每周星座運程10.29-11.4（完）,蘇珊米勒,4
作為頭獅子，眾所周知你擁有良好的品味和風度，而本週的行星陣容將給你帶來表現的機會。你的家宅宮會迎來四顆閃爍的行星，這意味這個萬聖夜你可能會在家中款待賓客並展示下你的住所。天王星將誘惑你去選擇特殊的高科技裝飾佈置，你的派對將非常特別。你的服飾裝束會是個超凡脫俗的主題。10月31日月亮在獅子座，令所有人的目光都集中在你身上。出現在你家宅宮內的木星將帶來歡樂、樂觀與歡聲笑語。,獅子,http://www.go4134.com/26143242312133823458/1029-1144000802,10/28/2018,（週運）蘇珊米勒每周星座運程10.29-11.4（完）,蘇珊米勒,1
本週工作異常繁忙，因為群星齊聚雙子座日常工作宮。10月29日，水木吉相能為任何生意關係、演示或生意會面增資添彩。火星讓雙子座的溝通宮能量充盈，可能會出行，10月31日更有可能會和同事們一起慶祝萬聖節。逆行的金星對沖天王星可能會意外把老客戶帶到你的同事派對上，有可能因此帶來新商機。木星行運天蠍座，讓你很想大力寵愛自己，天王星則會給生活增添很多驚喜和樂趣。,雙子,http://www.go4134.com/26143242312133823458/1029-1144000802,10/28/2018,（週運）蘇珊米勒每周星座運程10.29-11.4（完）,蘇珊米勒,4
本週很有冒險精神。10月29日木水合力，讓你很想制定旅行計劃或申請研討班，以及任何能夠拓展視野的活動。10月31日，金星將逆回雙魚座8宮，並且要等到11月16日才能恢復順行。雙魚座都是小天使，有時甚至有過度犧牲、太為別人著想的傾向。若你在他人身上花了太多的時間和精力，你可能需要後退一步，多為自己考慮考慮，讓彼此關係更加平衡一些。因為8宮也代表信用卡，在這段期間做大宗購買是不明智的。買東西之前先搞清楚退換準則，保存好收據。,雙魚,http://www.go4134.com/26143242312133823458/1029-1144000802,10/28/2018,（週運）蘇珊米勒每周星座運程10.29-11.4（完）,蘇珊米勒,4
金星在雙魚座高等教育和旅行宮發光發熱，無疑能拓展你的關係網，甚至招來一位來自海外的戀人。新月落入資源共享宮，你可能想把自有財富跟生意夥伴或者愛人的集合一處使用。涉及到類似的溝通、談判現在或許會停滯，因為金星正處於逆行階段，但下個月你會有別的機會繼續推進此事。,雙魚,http://www.go4134.com/26143242312133823458/108-10144315705,10/7/2018,【蘇珊米勒】每周星座運勢10.8-10.14,蘇珊米勒,3
本週你的關注焦點在寫作、講話、學習、及短途旅行上，尤其是與伴侶或朋友們一起。你也許相同你接觸到的每個人交談，並邀請他們來你家中。象徵愛與美的金星于10.5-11.16在你的家宅宮內逆行，所以你可能會重新裝修，或與家人共度靜謐時光。火星也正在你的關係宮內行進，你可能想迴避爭論，因為很可能觸發出乎意料的回應。,獅子,http://www.go4134.com/26143242312133823458/108-10144315705,10/7/2018,【蘇珊米勒】每周星座運勢10.8-10.14,蘇珊米勒,1
由於正在你事業宮內的太陽會使你散發自信與樂觀，因此本週你會給大人物們留下印象。你也可能會與高層產生更多互動，並收穫好評。這種太陽光芒籠罩事業宮的情況每年僅發生一次，且會持續幾週，因此你務必要充分利用它。另外從10月5日至11月6日金星在你的社交互動宮內逆行，因此你可能會同失聯的朋友聯繫上，或通過朋友介紹的感情會再度浮現。火星也在你的收入宮內，因此你也許會急著想辦法提高你的收入。,摩羯,http://www.go4134.com/26143242312133823458/108-10144315705,10/7/2018,【蘇珊米勒】每周星座運勢10.8-10.14,蘇珊米勒,3
本週你可能會結交新朋友，新月在天秤座點亮了你的友誼和團體宮。要小心不要過度擴展，因為金星在私密時間的宮位裡逆行，可能需要你花時間退後，給自己留出時間。下個月有很多時間社交，金星會轉為順行，幸運之星木星也會進入射手座。作為射手座，你天生就很愛社交，但我們都需要時間恢復能量。,射手,http://www.go4134.com/26143242312133823458/108-10144315705,10/7/2018,【蘇珊米勒】每周星座運勢10.8-10.14,蘇珊米勒,1
這將是社交繁忙，且充滿歡樂的一周，不管是職業方面還是感情生活。可能收到同事邀約下班後一同小酌，甚至會發生辦公室戀情。創造力爆棚，特別是雙子擅長的，比如溝通。若你在籌劃一場旅行，可能會有意料之外的事情發生。火星與行運於雙子座出行宮的天王星交惡，所以務必確認行程再三，以備發生取消、拖延、變更之類的。金星將從10月5日至11月16日在日常生產宮逆行，你可能會審視目前的收入現狀燈。一直到週五，你都十分積極樂觀。,雙子,http://www.go4134.com/26143242312133823458/108-10144315705,10/7/2018,【蘇珊米勒】每周星座運勢10.8-10.14,蘇珊米勒,4
本週的關注重點都在資金方面，特別伴侶/生意夥伴操盤的投資或者贈與的遺產之類的。金星，代表愛與美麗，將從10月5日開始逆行直至11月16日，主要受影響的是雙魚座的長途旅行宮，你可能會考慮啟用備用方案。另一方面，在涉及到日常安排時，你可能突然想要更多的獨處和自由安排的時間。,雙魚,http://www.go4134.com/26143242312133823458/108-10144315705,10/7/2018,【蘇珊米勒】每周星座運勢10.8-10.14,蘇珊米勒,4
本週你的事業將改頭換面。你可能為某個方向性的改變而激動，或僅僅是收到一個能讓局面煥然一新的新任命。週一的新月鼓舞你去想像下自己想在工作中看到什麼樣的變化，而你的守護星土星將通過與交流之星水星之間的協作來幫助你證明這個方法。在你交流宮內逆行的金星也許會帶來朋友之間的摩擦，但她與你摩羯座構成了和諧的角度，因此任何分歧都只是小事一樁。,摩羯,http://www.go4134.com/26143242312133823458/108-10144315705,10/7/2018,【蘇珊米勒】每周星座運勢10.8-10.14,蘇珊米勒,1
這週的天秤座新月要求你做出讓步，這時的緊張狀況可能涉及伴侶或前任，因為金星逆行並與火星相刑，火星位於你的共享資源宮，如果你在談判協議，利用好這個新月的交際能量，達成滿足各方需求的約定。人們都知道巨蟹座特別懂得感情，不管發生什麼，這個新月都會幫你分辨出需要扔掉的和繼續保持的感情。,巨蟹,http://www.go4134.com/26143242312133823458/108-10144315705,10/7/2018,【蘇珊米勒】每周星座運勢10.8-10.14,蘇珊米勒,3
本週還挺掙扎的，在社交娛樂和攢錢改善家居之間分裂。如果決定出去浪，可能遇到帶著些刺激的艷遇。財務方面，可能會有意外的消息，涉及遺產、投資或其他金錢事宜。愛神金星10月5日到11月16之間逆行於掌管創意和愛情的宮位，因此舊愛可能現身。你可能想也可能不想重拾舊愛，但一起出去吃個午餐，看看兩人感覺是否還在倒也不錯。或者，來自之前某個創意性項目的客戶可能想重新僱用你。,巨蟹,http://www.go4134.com/26143242312133823458/108-10144315705,10/7/2018,【蘇珊米勒】每周星座運勢10.8-10.14,蘇珊米勒,4
太陽在天秤座，所以你整月都肯定會享受被聚焦的感覺。你可能會覺得精力充沛，而且會更加積極地表達、寫作、閱讀。另外，火星會位於你關乎玩樂和創意的宮位，激勵你承擔起全新的原創項目。你肯定願意接納每一個宴會和活動的邀請。另外，關乎愛與美的金星會從本週開始在你的財帛宮逆行，從10月5日到11月16日。不過，你會發現自己無需緊張，因為幸運木星會跟隨在金星之後，為你帶來絕佳的財務機會。,天秤,http://www.go4134.com/26143242312133823458/108-10144315705,10/7/2018,【蘇珊米勒】每周星座運勢10.8-10.14,蘇珊米勒,5
本週你肯定特別受歡迎，所以會收到很多邀請，電話和郵件，因為太陽正在你的友誼和聯繫人宮位閃耀。這股能量讓大家都注意到了你。愛與美的金星會從10月5日到11月16日逆行在你的過去和秘密宮位。你可能會收到舊愛的消息或者發現了戀人一些你之前不知道的事。另一方面，火星在你的日常活動宮，所以你很可能感覺完成每日任務時能量滿滿，而且出門都蹦蹦跳跳的開心很得。,射手,http://www.go4134.com/26143242312133823458/108-10144315705,10/7/2018,【蘇珊米勒】每周星座運勢10.8-10.14,蘇珊米勒,5
今年夏天有六顆行星逆行，現在它們都恢復了順行，你也會感受自己現在的效率極高。然而，愛美的進行會在10月5日至11月16日逆行，因此對你來說，現在不是徹底改變外表的理想時機。金星也掌管著你的錢財宮，因此如果你在此期間申請貸款，可能需要提供額外的證明和文書。如果有人欠你錢，你會委婉地提醒。此外，位於水瓶座的火星會邁著矯健的步伐移入你的友誼宮，因此你會有更多的社交活動，或者你會在最喜歡的團體中擔任領袖。在周末，你對人際關係的直覺判斷準確無誤。,白羊,http://www.go4134.com/26143242312133823458/108-10144315705,10/7/2018,【蘇珊米勒】每周星座運勢10.8-10.14,蘇珊米勒,1
本週你的注意力可能轉向金錢方面，把賺工資或其他賺錢方式提到首要位置。可能發現社交或人際聯絡可以創造潛在的生財之道。金星目前位於掌管溝通交流的宮位，你在任何場合一定會言辭得體。火星依然在工作宮，你可能非常忙，因此如果有休假計劃的話，可能要推遲。你意識到這個時間正合適準備一個可以為自己賺到加薪的案子，而10月8日的新月會增加成功的機會。,處女,http://www.go4134.com/26143242312133823458/108-10144315705,10/7/2018,【蘇珊米勒】每周星座運勢10.8-10.14,蘇珊米勒,4
由於新月影響了你的高等教育和旅行宮，你可能會幻想自己不工作的時光該如何打發。也許你可以通過遠程工作或通過旅行出差來進行海外合作來獲取利益非方式，來將你的工作目標和想拓展眼界的渴望結合到一起。如果你眼下不可能出行，那麼去見新朋友也許能滿足你的求而不得的焦躁。加入某個網絡志同道合的組織，或單純是去城內新區某個咖啡館泡泡。,水瓶,http://www.go4134.com/26143242312133823458/108-10144315705,10/7/2018,【蘇珊米勒】每周星座運勢10.8-10.14,蘇珊米勒,4
本周可以過得從容些，而且距離天蠍座的生日月還有三週時間了，屆時你將成為關注的重心。而且你發現現在是規劃下個日返年的絕佳時期。金星將從10月5日至11月6日在天蠍座的自我形象宮逆行，鼓勵你構築自信、自尊，並給自己一些愛。火星將要穿行家庭、家宅宮，所以在家庭方面盡量避免爭吵。對那些親自動手，扮靚居所的事情也很感興趣。,天蠍,http://www.go4134.com/26143242312133823458/108-10144315705,10/7/2018,【蘇珊米勒】每周星座運勢10.8-10.14,蘇珊米勒,1
5月以來，天王星一直在金牛座——也就是你的第一宮中運行，本週，天王星會和水星形成對沖。水星是代表溝通交流的行星，他在你的第七宮親密關係宮。金星同樣在你的第七宮逆行，你可能會通過夥伴/伴侶關係來體驗自己對自由的渴望。你完全有權力做自己，但需要注意表達溝通自己的需求的方式方法。你希望活得更隨意，但身邊的人沒辦法立刻明白你的意圖,金牛,http://www.go4134.com/26143242312133823458/108-10144315705,10/7/2018,【蘇珊米勒】每周星座運勢10.8-10.14,蘇珊米勒,1
